Sheet Name,Filename,Filepath
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Version Changes$'
LS-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Fund #### Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3100_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LR-Fund 0001 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 0001 Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3540_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LR-Fund 0001 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 0001 Journal Entries$'
LR-Fund 0347 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 0347 Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3560_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3600_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3790_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3790_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3790_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3790_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3790_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_3790_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
